time,sigma,output_effective_labor,capital_effective_labor,consumption_effective_labor,wage_productivity,ai_services_effective_labor,capability,ai_service_price,output_per_person_growth,wage_growth,consumption_per_person_growth,net_interest,labor_income_share,inference_output_share,research_output_share,profit_output_share,capability_frontier_ratio,ai_services_counterfactual_ratio,output_counterfactual_ratio,consumption_counterfactual_ratio,wage_counterfactual_ratio
450.5,1.5,61018460583680.66,136965578608421.61,5068476153171.838,1067274992.873526,4.097063189440416e+16,1002.185120714239,0.0009978196436276347,0.05701636848413285,0.041344518416056755,0.05701571151816758,0.09701571151816758,1.749101800773662e-05,0.6699825089819921,0.0,0.0,0.9,1.0,1.0,1.0,1.0
450.625,1.5,61378124611285.07,137772929945677.39,5098351096056.096,1071464846.7044493,4.121212915313249e+16,1002.185120714239,0.0009978196436276347,0.0570163366975949,0.041344496691034315,0.05701568101738382,0.09701568101738382,1.7456786982172565e-05,0.6699825432130179,0.0,0.0,0.9,1.0,1.0,1.0,1.0
450.75,1.5,61739908378702.75,138585039654639.44,5128402110246.455,1075671145.932237,4.1455049724418616e+16,1002.185120714239,0.0009978196436276347,0.05701630497329582,0.041344475008550596,0.0570156505763199,0.0970156505763199,1.7422622970773475e-05,0.6699825773770292,0.0,0.0,0.9,1.0,1.0,1.0,1.0
450.875,1.5,62103824378002.914,139401935777826.0,5158630233361.511,1079893955.1001232,4.169940199617312e+16,1002.185120714239,0.0009978196436276347,0.057016273311112996,0.0413444533685218,0.05701562019485878,0.09701562019485878,1.73885258422607e-05,0.6699826114741577,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.0,1.5,62469885174867.8,140223646523008.16,5189036509134.399,1084133339.0046206,4.19451944057353e+16,1002.185120714239,0.0009978196436276347,0.05701624171092128,0.04134443177086247,0.057015589872880794,0.0970155898728808,1.7354495465613182e-05,0.6699826455045343,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.125,1.5,62838103409033.53,141050200264190.53,5219621987449.053,1088389362.6966012,4.219243544016769e+16,1002.185120714239,0.0009978196436276347,0.057016210172602375,0.041344410215491664,0.057015559610273124,0.09701555961027312,1.73205317100665e-05,0.6699826794682899,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.25,1.5,63208491794718.555,141881625542584.06,5250387724376.238,1092662091.4822147,4.244113363654523e+16,1002.185120714239,0.0009978196436276347,0.05701617869603334,0.041344388702325416,0.057015529406918224,0.09701552940691822,1.7286634445112837e-05,0.6699827133655548,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.375,1.5,63581063121067.45,142717951067596.25,5281334782210.115,1096951590.9239173,4.269129758225269e+16,1002.185120714239,0.0009978196436276347,0.05701614728109304,0.041344367231280904,0.057015499262700074,0.09701549926270008,1.725280354050014e-05,0.6699827471964594,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.5,1.5,63955830252590.0,143559205717818.4,5312464229504.885,1101257926.8414783,4.294293591527958e+16,1002.185120714239,0.0009978196436276347,0.05701611592766029,0.04134434580227532,0.057015469177502685,0.09701546917750269,1.7219038866231894e-05,0.6699827809611338,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.625,1.5,64332806129607.1,144405418542026.66,5343777141111.667,1105581165.3129923,4.319605732452027e+16,1002.185120714239,0.0009978196436276347,0.05701608463561399,0.0413443244152259,0.057015439151210066,0.09701543915121007,1.7185340292566294e-05,0.6699828146597073,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.75,1.5,64712003768695.99,145256618760180.78,5375274598215.639,1109921372.6758955,4.345067055007116e+16,1002.185120714239,0.0009978196436276347,0.05701605340483379,0.041344303070050395,0.05701540918370681,0.09701540918370681,1.7151707690016115e-05,0.6699828482923099,0.0,0.0,0.9,1.0,1.0,1.0,1.0
451.875,1.5,65093436263141.86,146112835764438.1,5406957688373.387,1114278615.5279813,4.3706784383535816e+16,1002.185120714239,0.0009978196436276347,0.05701602223519975,0.041344281766666796,0.057015379274877896,0.0970153792748779,1.7118140929347793e-05,0.6699828818590706,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.0,1.5,65477116783386.91,146974099120161.16,5438827505550.297,1118652960.7284122,4.3964407668325736e+16,1002.185120714239,0.0009978196436276347,0.057015991126593245,0.04134426050499405,0.05701534942460947,0.09701534942460947,1.7084639881581333e-05,0.6699829153601184,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.125,1.5,65863058577486.22,147840438566946.53,5470885150158.589,1123044475.3987448,4.4223549299965624e+16,1002.185120714239,0.0009978196436276347,0.05701596007889095,0.04134423928494788,0.05701531963278294,0.09701531963278294,1.7051204417989646e-05,0.669982948795582,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.25,1.5,66251274971567.19,148711884019643.38,5503131729095.002,1127453226.9239957,4.4484218226403016e+16,1002.185120714239,0.0009978196436276347,0.05701592909197801,0.04134421810644974,0.05701528989928805,0.09701528989928805,1.7017834410097918e-05,0.6699829821655898,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.375,1.5,66641779370287.76,149588465569394.6,5535568355779.295,1131879282.953644,4.474642344831627e+16,1002.185120714239,0.0009978196436276347,0.05701589816573543,0.04134419696941829,0.05701526022401034,0.09701526022401034,1.698452972968322e-05,0.6699830154702703,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.5,1.5,67034585257296.87,150470213484668.34,5568196150192.454,1136322711.4026406,4.501017401942214e+16,1002.185120714239,0.0009978196436276347,0.057015867300042204,0.04134417587377085,0.05701523060683338,0.09701523060683338,1.6951290248774218e-05,0.6699830487097511,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.625,1.5,67429706195704.37,151357158212308.25,5601016238915.537,1140783580.452511,4.527547904679341e+16,1002.185120714239,0.0009978196436276347,0.05701583649478026,0.04134415481942671,0.05701520104764323,0.09701520104764323,1.691811583965031e-05,0.6699830818841603,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.75,1.5,67827155828547.445,152249330378579.34,5634029755168.343,1145261958.5523853,4.554234769116949e+16,1002.185120714239,0.0009978196436276347,0.05701580574983494,0.04134413380630745,0.05701517154632962,0.09701517154632962,1.6885006374841422e-05,0.6699831149936251,0.0,0.0,0.9,1.0,1.0,1.0,1.0
452.875,1.5,68226947879261.414,153146760790235.06,5667237838848.939,1149757914.420021,4.5810789167274936e+16,1002.185120714239,0.0009978196436276347,0.05701577506508562,0.04134411283433064,0.057015142102776105,0.0970151421027761,1.6851961727127286e-05,0.6699831480382727,0.0,0.0,0.9,1.0,1.0,1.0,1.0
